"vol","date","hand","1","2","3","4","5","cont2","cont3","cont4"
1222,"2015-03-29","グー","チョキ","グー","パー","チョキ","グー",FALSE,FALSE,FALSE
1223,"2015-04-05","チョキ","グー","チョキ","グー","パー","チョキ",FALSE,FALSE,FALSE
1224,"2015-04-12","パー","チョキ","グー","チョキ","グー","パー",FALSE,FALSE,FALSE
1225,"2015-04-19","グー","パー","チョキ","グー","チョキ","グー",FALSE,FALSE,FALSE
1226,"2015-04-26","グー","グー","パー","チョキ","グー","チョキ",FALSE,FALSE,FALSE
1227,"2015-05-03","チョキ","グー","グー","パー","チョキ","グー",TRUE,FALSE,FALSE
1228,"2015-05-10","パー","チョキ","グー","グー","パー","チョキ",TRUE,FALSE,FALSE
1229,"2015-05-17","グー","パー","チョキ","グー","グー","パー",TRUE,FALSE,FALSE
1230,"2015-05-24","パー","グー","パー","チョキ","グー","グー",TRUE,FALSE,FALSE
1231,"2015-05-31","チョキ","パー","グー","パー","チョキ","グー",FALSE,FALSE,FALSE
1232,"2015-06-07","グー","チョキ","パー","グー","パー","チョキ",FALSE,FALSE,FALSE
1233,"2015-06-14","チョキ","グー","チョキ","パー","グー","パー",FALSE,FALSE,FALSE
1234,"2015-06-21","パー","チョキ","グー","チョキ","パー","グー",FALSE,FALSE,FALSE
1235,"2015-06-28","パー","パー","チョキ","グー","チョキ","パー",FALSE,FALSE,FALSE
1236,"2015-07-05","チョキ","パー","パー","チョキ","グー","チョキ",TRUE,FALSE,FALSE
1237,"2015-07-12","グー","チョキ","パー","パー","チョキ","グー",TRUE,FALSE,FALSE
1238,"2015-07-19","チョキ","グー","チョキ","パー","パー","チョキ",TRUE,FALSE,FALSE
1239,"2015-07-26","チョキ","チョキ","グー","チョキ","パー","パー",TRUE,FALSE,FALSE
1240,"2015-08-02","パー","チョキ","チョキ","グー","チョキ","パー",TRUE,FALSE,FALSE
1241,"2015-08-09","グー","パー","チョキ","チョキ","グー","チョキ",TRUE,FALSE,FALSE
1242,"2015-08-16","グー","グー","パー","チョキ","チョキ","グー",TRUE,FALSE,FALSE
1243,"2015-08-23","パー","グー","グー","パー","チョキ","チョキ",TRUE,FALSE,FALSE
1244,"2015-08-30","チョキ","パー","グー","グー","パー","チョキ",TRUE,FALSE,FALSE
1245,"2015-09-06","グー","チョキ","パー","グー","グー","パー",TRUE,FALSE,FALSE
1246,"2015-09-13","チョキ","グー","チョキ","パー","グー","グー",TRUE,FALSE,FALSE
1247,"2015-09-20","パー","チョキ","グー","チョキ","パー","グー",FALSE,FALSE,FALSE
1248,"2015-09-27","グー","パー","チョキ","グー","チョキ","パー",FALSE,FALSE,FALSE
1249,"2015-10-04","チョキ","グー","パー","チョキ","グー","チョキ",FALSE,FALSE,FALSE
1250,"2015-10-11","unknown","チョキ","グー","パー","チョキ","グー",FALSE,FALSE,FALSE
